"rev_Mean","mou_Mean","totmrc_Mean","mou_Range","mou_cvce_Mean","mou_rvce_Mean","owylis_vce_Mean","mouowylisv_Mean","churn","totrev","avgrev","avg3mou","avg6mou","hnd_webcap","eqpdays","Customer_ID"
64.395,545.25,50,212,267.3333333,169.18,12.33333333,10.44333333,0,3128.79,59.83,593,522,"WCMB",582,1000696
69.0125,682.25,55,143,254.2266667,142.3666667,19.33333333,11.32,0,3718.74,74.15,657,686,"WCMB",465,1000697
17.49,8.75,16.99,18,4.83,0,0,0,1,890.26,17.69,5,5,"NA",1523,1000698
31.925,376.75,30,636,137.8166667,71.73666667,17.33333333,9.08,0,1398.64,39.77,456,478,"WCMB",207,1000699
54.9725,464.25,50,259,325.0966667,60.85333333,6.666666667,4.873333333,0,2434.84,52.39,506,469,"WCMB",500,1000700
131.1825,1037.5,69.99,405,402.9033333,187.3966667,33.66666667,33.86666667,0,4142.79,78.12,956,804,"WCMB",382,1000701
36.25,38.75,25,92,32.14666667,0,0,0,1,1321.98,26.55,45,28,"NA",1523,1000702
194.57,1268,60.475,1040,628.3333333,224.77,33.33333333,18.81666667,0,3179.09,63.3,1065,904,"WCMB",335,1000703
312.2575,2468.25,299.99,696,0,0,0,0,0,11744.15,228.76,2575,2865,"WCMB",162,1000704
100.7075,503,55.825,621,338.8833333,63.94333333,21.66666667,12.30666667,0,3544.61,77.02,598,611,"WCMB",404,1000705
208.5925,1346,49.99,865,557.2566667,394.66,48.66666667,69.73666667,0,3730.66,81.22,1471,1307,"WCMB",308,1000706
393.425,3784.75,75,1373,1727.31,1029.893333,127,311.7433333,1,8586.32,188.75,3717,3184,"WCMB",360,1000707
35.305,71,44.99,100,37.79333333,8.68,3,2.166666667,1,2622.06,56.58,78,73,"WCMB",704,1000708
93.91,1222.25,59.99,438,229.9966667,704.5466667,60.66666667,66.59666667,0,2982.39,56.99,1179,1116,"WC",921,1000709
49.5375,149.75,29.99,41,75.00666667,39.48333333,16.66666667,13.71333333,1,4402.02,94.89,152,107,"WCMB",130,1000710
59.99,63.25,59.99,56,32.58,4.856666667,4.666666667,2.286666667,0,1884.41,39.13,64,79,"NA",1476,1000711
57.9375,760.25,49.99,329,357.17,108.7366667,63.33333333,101.5666667,1,2571.39,51.11,769,731,"WCMB",93,1000712
29.99,149.25,29.99,191,39.11666667,33.29666667,2,3.45,0,3029.38,60.28,122,157,"WC",741,1000713
30.6575,22.25,29.99,33,7.443333333,0,0,0,1,2826.23,60.42,17,24,"NA",1413,1000714
124.0875,2075.25,79.99,299,976.4766667,417.7133333,134.6666667,196.69,1,4136.05,84.62,2123,1881,"WCMB",237,1000715
90.855,1437.5,55,633,381.2166667,576.03,46,25.13,1,4030.65,87.74,1528,1431,"WCMB",240,1000716
31.7875,7.5,29.95,30,5.583333333,0.01,1,2.863333333,0,1528.13,29.26,10,14,"NA",1582,1000717
68.0925,1202.25,55,226,264.1166667,455.4433333,26.66666667,15.79,1,2881.96,61.99,1234,1223,"WC",476,1000718
108.8375,2021.25,75,816,0,0,0,0,0,5425.77,117.58,1916,1705,"WCMB",68,1000719
72.625,689.5,54.99,404,379.1533333,119.5633333,27.33333333,27.02,1,2623.41,68.58,686,653,"NA",807,1000720
103.76,746.25,38.2175,1464,555.84,508.8066667,27.33333333,25.34666667,0,4077.74,77.73,987,815,"WCMB",374,1000721
177.805,1790.75,121.445,1263,931.2533333,443.1433333,87.33333333,160.7066667,0,6441.66,141.09,1913,1972,"WCMB",86,1000722
226.8675,2627.5,75,841,1572.67,577.8,114.3333333,289.11,1,6903.95,135.2,2682,2397,"WCMB",351,1000723
85.1775,688,80,431,251.3533333,129.2466667,33,27.66333333,0,3716.4,72.75,626,606,"WC",93,1000724
48.6175,712.75,45,284,296.7833333,146.55,41.66666667,46.90333333,0,2744.65,56.08,671,771,"WCMB",121,1000725
137.29,1139,102.6125,1568,325.6966667,316.8833333,32.33333333,57.41,0,4037.38,83.24,857,1272,"WCMB",93,1000726
76.195,61.75,75,172,45.97333333,5.42,3.666666667,3.833333333,1,3986.04,86.66,82,54,"WCMB",468,1000727
9.5975,135.75,10,100,53.86333333,30.72666667,19.66666667,9.983333333,1,1756.33,34.69,118,122,"WCMB",580,1000728
82.83,874.75,84.99,595,497.48,228.3766667,50.66666667,71.82,0,4181.37,82.31,981,713,"WCMB",77,1000729
255.5375,1943.25,98.9475,647,973.76,577.5566667,77.33333333,100.21,0,5679.71,111.43,1950,1686,"WCMB",20,1000730
114.8275,1837.75,84.8225,487,720.63,521.3233333,50.33333333,31.64666667,1,2727.4,119.21,1788,1555,"WCMB",160,1000731
85.38,924.75,75,573,313.0633333,445.5466667,19.66666667,51.17333333,1,4721.02,98.33,1027,1009,"NA",733,1000732
84.3475,1199,75,541,539.09,270.29,31.66666667,30.98333333,1,4529.28,90.11,1249,1176,"NA",360,1000733
265.665,2613,55,1550,585.49,1041.85,119.3333333,102.78,0,7101.26,155.92,2664,2248,"WCMB",212,1000734
41.99,36.25,41.99,23,21.48333333,1.876666667,6.333333333,7.893333333,1,2213.57,41.66,42,65,"NA",1188,1000735
21.605,186.5,20.1625,43,77.82,73.72666667,12.66666667,11.37666667,0,1419.09,27.55,182,215,"NA",1578,1000736
358.8525,2325.5,149.99,513,1037.896667,669.7233333,99,98.68666667,1,6140.74,188.17,2314,2140,"WCMB",422,1000737
37.1525,4,41.395,13,0.28,0,0.333333333,0.006666667,1,1971.46,40.3,1,1,"NA",1471,1000738
58.275,389.5,55,71,72.73,163.79,3.666666667,1.706666667,0,2840.94,56.31,401,478,"WCMB",417,1000739
30.26,148.5,29.99,78,50.88333333,22.87,16,11.48,0,1566.37,33.52,141,161,"NA",1408,1000740
281.605,3676,209.99,1432,2215.886667,667.5333333,264.6666667,218.3,1,11324.68,223.03,4012,3889,"WCMB",349,1000741
80.2575,296.75,29.99,379,198.7666667,40.39333333,17,21.46666667,1,2126.9,43.21,319,261,"NA",1515,1000742
64.25,575,50,138,387.66,25.20333333,18,15.38,1,3218.06,65.24,587,572,"NA",431,1000743
82.8925,590.25,75,481,270.46,89.19666667,10.66666667,7.963333333,1,4240.19,84.02,504,575,"WCMB",405,1000744
215.715,2912.25,75,736,1060.94,1025.913333,136,214.4033333,0,7684.63,167.57,2871,2791,"WCMB",166,1000745
136.7,2082.25,99.99,846,990.8033333,708.83,62.66666667,47.65666667,0,6195.26,120.06,2138,1874,"WCMB",134,1000746
80.945,437.5,84.99,160,159.2366667,42.49666667,36.33333333,22.99,0,2989.03,59.2,417,445,"WCMB",463,1000747
50.495,40.25,50,158,1.42,0,0.666666667,1.42,1,2796.02,54.91,54,312,"WC",722,1000748
33.5975,172.5,39.99,111,103.45,4.666666667,0,0,0,2010.76,38.95,149,199,"WCMB",369,1000749
58.745,734.75,55,318,154.63,296.2833333,13.66666667,13.85666667,0,2654.18,58.23,744,672,"WCMB",221,1000750
128.1,842.25,100.2725,757,647.56,45.46333333,5.333333333,6.543333333,0,3155.71,69.45,939,861,"NA",888,1000751
7.7425,0,7.7425,0,0,0,0,0,0,2011.92,42.02,0,47,"NA",1468,1000752
86.9775,1075.75,75,513,348.3566667,322.7066667,34.33333333,36.11,0,4337.03,91.74,1120,669,"WCMB",80,1000753
62.9475,461,69.99,547,232.1266667,51.66,26.33333333,24.64333333,0,2637.16,66.84,419,604,"WCMB",623,1000754
79.2525,680,50,304,330.2033333,119.1466667,41.66666667,46.52,0,2499.44,65.42,727,596,"WCMB",271,1000755
131.2975,1262,79.8375,454,450.1833333,373.84,60.33333333,89.17,0,4402.15,107.19,1184,1250,"WCMB",526,1000756
29.5825,147,35.1425,355,44.7,8.636666667,3.333333333,2.106666667,1,2557.07,60.2,177,521,"WCMB",365,1000757
61.7475,599.75,55,294,319.8833333,158.37,12,5.326666667,1,3075.87,78.48,555,532,"WCMB",364,1000758
50,62.5,50,154,46.45666667,0,0.666666667,0.253333333,1,2575.3,61.18,83,220,"WC",530,1000759
20.68,465.25,9.0325,206,125.0633333,139.9933333,42.66666667,32.01333333,0,2191.71,58.99,481,693,"WCMB",110,1000760
51.3275,427.5,50,270,185.0766667,118.81,4.333333333,3.736666667,1,2228.64,63.1,482,442,"WCMB",256,1000761
38.7475,366.5,32.49,155,148.03,120.3033333,13.33333333,11.96333333,0,1739.6,43.99,385,348,"WCMB",635,1000762
36.895,136,29.99,80,73.46666667,22.96666667,9.666666667,4.703333333,1,1695.36,38.72,124,106,"NA",1101,1000763
36.85,300.25,34.98,264,129.04,100.9,13,13.31333333,1,2034.9,44.08,322,302,"NA",750,1000764
29.365,23.5,39.365,34,13.19333333,14.47666667,2.666666667,6.38,1,1484.2,29.48,26,24,"NA",1573,1000765
71.6425,455.25,50,390,246.12,6.613333333,3,2.59,0,2800.36,59.75,518,601,"NA",1253,1000766
31.225,278.25,30,144,150.98,79.41666667,9,3.9,1,1649.38,32.9,284,259,"WCMB",691,1000767
38.63,189.75,29.99,148,78.48333333,33.84333333,0,0,1,1435.87,33.32,206,153,"NA",1404,1000768
65.4525,644.25,49.99,575,259.05,206.1533333,33.33333333,21.27666667,1,748.8,64.14,737,541,"WCMB",196,1000769
96.0075,981,49.97,1023,322.55,277.67,87.66666667,89.02333333,0,4286.39,95.55,769,841,"WCMB",3,1000770
301.5875,1618,39,546,461.72,947.6533333,56.33333333,44.36333333,1,4948.59,106.29,1672,1593,"WC",797,1000771
85.5625,1344,79.435,314,547.6166667,607.8666667,132.3333333,126,0,4316.99,80.13,1409,1402,"WCMB",298,1000772
71.5925,2583.75,63.365,400,709.5266667,806.24,172.6666667,124.14,0,4632.4,96.64,2629,2510,"NA",533,1000773
85.525,936.25,49.99,887,344.0333333,163.1733333,39.66666667,38.87,1,2578.06,52.87,1024,951,"WCMB",310,1000774
152.0625,836.5,57.2875,1768,222.55,105.0633333,33.66666667,19.20666667,1,1172.2,54.9,459,423,"WC",100,1000775
82.7325,867.75,74.99,105,333.1733333,200.27,35.66666667,18.93,0,4991.78,96.29,881,804,"WCMB",71,1000776
106.57,969,67.0875,1395,506.5333333,463.4466667,13,29.74666667,1,4838.52,95.14,1250,1299,"WCMB",630,1000777
81.2525,726.75,66.5225,430,280.4233333,103.9466667,35.66666667,31.83666667,0,3521.45,73.17,678,597,"WCMB",41,1000778
81.9525,700.75,84.99,195,358.8833333,139.35,33.33333333,28.65,1,3616.03,72.24,716,678,"WCMB",307,1000779
36.8325,328,30,282,33.93666667,183.46,14.66666667,14.07,1,1807.61,38.32,375,415,"WCMB",276,1000780
55,358.5,55,364,124.22,104.8633333,28.33333333,17.34333333,0,2767.99,57.27,305,280,"NA",849,1000781
64.81,841.5,55,201,188.7933333,295.9333333,66,46.40333333,1,2816.44,60.47,833,955,"WC",740,1000782
149.3925,1301.75,75,1048,492.03,490.6966667,35.66666667,49.56666667,1,4553.29,92.6,1384,1514,"WCMB",378,1000783
81.71,674,59.99,346,281.2833333,150.9633333,20.33333333,21.37,1,2921.84,60.6,697,630,"WCMB",388,1000784
30.99,41.5,30,21,12.13,1.743333333,4.666666667,2.626666667,1,1801.63,35.38,37,37,"WCMB",727,1000785
77.11,457,32.49,235,192.86,110.8033333,12,19.32666667,1,1890.43,37.75,461,424,"WCMB",570,1000786
95.1,817.75,30,909,457.4733333,167.7866667,29,20.87,0,2068.15,44.45,619,483,"NA",1463,1000787
20.98,6,19.99,24,0,0,0,0,1,4519.16,127.95,0,2,"NA",583,1000788
140.7375,2072.25,109.97,217,631.65,672.7666667,61.33333333,42.75333333,0,6495.1,127.38,2111,2308,"WCMB",411,1000789
30,124.25,30,60,36.26666667,47.05666667,15.66666667,12.44,1,1782.46,33.97,137,167,"WCMB",521,1000790
112.345,937.5,94.99,588,402.66,149.8333333,26.66666667,23.12,0,3880.87,82.69,956,1051,"WCMB",142,1000791
79.285,658.5,75,252,530.14,69.29,24,18.26333333,0,3244.77,68.24,645,504,"WCMB",317,1000792
30,80.75,30,105,44.11333333,1.376666667,0.666666667,0.546666667,1,1588.67,30.58,57,58,"NA",876,1000793
43.7375,82.5,44.99,156,80.27,3.42,1.666666667,2.236666667,0,925.49,26.16,77,45,"WCMB",100,1000794
40,108.25,40,94,74.68333333,14.27333333,0.333333333,0.26,1,1956.43,40.85,93,92,"NA",1462,1000795
56.9375,468,55,393,225.5,88.5,40.66666667,24.25,1,2748.92,57.44,511,510,"WCMB",243,1000796
99.6025,995,45,638,629.2766667,6.066666667,21,18.7,1,3868.12,81.26,892,1102,"WCMB",524,1000797
58.375,598,73,305,562.4433333,12.18666667,3.333333333,1.583333333,1,3835.9,79.83,649,678,"WC",911,1000798
174.0075,568.75,83.66,520,267.0066667,105.8833333,33.66666667,49.16666667,1,2448.03,49.44,587,392,"WCMB",581,1000799
35.265,112.75,37.5725,93,74.78666667,16.49333333,2,1.343333333,1,3325.02,69.67,106,89,"WCMB",328,1000800
217.6375,1994.75,84.99,301,800.4866667,525.9,96,136.5333333,0,5453.68,143.23,1987,2315,"WCMB",660,1000801
69.615,457,40,215,162.83,141.2033333,34,32.20333333,0,2543.03,59.09,447,436,"WCMB",310,1000802
25.8025,40.5,19.99,35,11.92333333,0,3,1.133333333,1,1802.49,36.27,35,55,"NA",1567,1000803
40.29,95,39,73,36.22333333,8.993333333,13.33333333,5.986666667,0,1736.74,41.99,95,89,"WCMB",461,1000804
80.25,1274.5,75,313,433.15,529.1733333,76.66666667,100.4066667,1,5521.16,120.35,1293,1166,"WCMB",325,1000805
62.3125,430.25,50,449,96.82,23.20333333,17,22.54666667,0,2130.46,57.59,506,517,"WCMB",65,1000806
91.1475,1072.5,75,349,351.9866667,320.6733333,33.66666667,21.43,0,3276.08,88.1,1064,1189,"WCMB",505,1000807
24.9,13,24.9,23,6.866666667,0.71,2,1.89,0,1026.34,26,8,10,"NA",1505,1000808
26.725,33,25,11,12.56,1.176666667,7.666666667,6.38,1,1358.59,30.7,31,38,"NA",1396,1000809
35.5525,135,44.99,121,77.79666667,7.486666667,28,13.24,1,1967.28,44.32,118,128,"WC",687,1000810
36.34,247.25,29.99,271,109.9866667,14.01333333,22.66666667,25.34333333,0,2550.41,47.73,196,168,"WC",-1,1000811
30.2375,99.5,29.99,99,54.28666667,9.403333333,4.333333333,7.156666667,1,3805.81,76.97,112,68,"WCMB",139,1000812
43.2125,183.25,24.99,144,60.08666667,58.48666667,12,9.793333333,0,1809.04,36.17,165,186,"WCMB",416,1000813
57.5875,187.25,65.0875,178,109.0033333,63.49,38.66666667,41.80666667,0,2899.27,57.8,221,255,"WCMB",194,1000814
102.225,281.5,45,1057,61.40666667,34.89666667,9.333333333,13.3,1,4814.57,108.11,375,1182,"WCMB",357,1000815
37.6,148.5,44.99,90,54.84,49.78666667,11,11.06,0,3365.27,64.82,164,103,"WCMB",130,1000816
311.63,1652,301.98,491,534.9366667,466.8366667,130.6666667,126.95,0,13426.6,295.77,1551,1718,"WCMB",514,1000817
10,2.5,10,7,0.78,0.46,0,0,1,1688.07,33.61,3,3,"NA",1503,1000818
12.3975,240.5,9.1925,79,105.8766667,39.42666667,21,8.57,0,2233.68,44.16,245,206,"WCMB",27,1000819
53.24,69,59.99,57,42.78,3.396666667,6.666666667,6.606666667,1,2282.37,46.49,75,89,"WCMB",197,1000820
107.415,732.25,69.99,627,330.47,165.3766667,55.66666667,98.40666667,0,6294.23,128.26,852,856,"WCMB",13,1000821
82.5775,585.75,44.99,880,169.1566667,96.14333333,24.33333333,16.88666667,0,567.82,65.98,509,443,"WCMB",251,1000822
58.8175,1927,84.99,335,706.1233333,817.37,159.6666667,151.1233333,1,2794.26,59.69,1855,1692,"WCMB",400,1000823
139.91,932,132.625,395,251.9533333,222.52,119,54.22,0,6860.94,141.3,969,1445,"WCMB",296,1000824
117.2125,339.25,42.53,335,207.12,54.15333333,26.33333333,33.6,1,2381.36,56.95,383,473,"WCMB",72,1000825
71.6225,367.75,60.15,455,108.3233333,138.4333333,39.66666667,30.18333333,1,2713.79,60.54,443,695,"WCMB",227,1000826
152.4,2268.75,50,2540,639.6466667,765.8033333,123,84.11666667,1,3905.9,85.74,1805,1763,"WCMB",87,1000827
75.5725,444,40.07,256,202.6533333,141.05,18,18.56666667,0,2242.55,51.78,446,481,"WCMB",461,1000828
160.5375,1864.25,104.98,1115,834.38,285.4533333,117,319.5033333,1,4715.22,124.02,2029,1730,"NA",1379,1000829
52.69,471.5,37.285,212,202.5533333,130.06,37,36.44666667,1,2843.13,57.43,499,507,"WCMB",380,1000830
37.1875,116.5,29.99,144,80.2,0,0,0,0,1479.72,37.3,131,158,"NA",750,1000831
75.1125,374.25,75,198,269.9466667,30.80666667,9.666666667,8.556666667,1,3724.95,77.92,337,304,"NA",299,1000832
38.24,0,44.99,0,0,0,0,0,1,2949.21,57.25,0,42,"WCMB",777,1000833
37.61,75.25,37.53,81,50.77666667,0.776666667,7,4.543333333,0,1759.66,40.62,64,97,"WCMB",261,1000834
138.8225,1395.25,69.99,514,488.8966667,322.4166667,65.33333333,51.34,0,4186.09,81.08,1318,1259,"WCMB",157,1000835
59.6,533.25,50,280,298.24,54.82,19.33333333,12.51,0,2858.05,61.7,540,571,"WCMB",417,1000836
156.8675,1392,159.99,866,780,184.9466667,71,91.06666667,1,10905.76,223.2,1422,1550,"WCMB",486,1000837
5,0,0,0,0,0,0,0,1,1610.53,97.87,340,733,"NA",1456,1000838
30.8925,261.5,29.49,197,92.77666667,124.9233333,39.66666667,38.42333333,1,2473.16,53.59,277,241,"WC",534,1000839
88.6425,1598.5,75,1377,675.6866667,348.7433333,122.3333333,89.59333333,1,4725.03,100.33,1908,1943,"WCMB",370,1000840
15.565,79,10,77,22.68666667,35.04333333,0.666666667,0.68,0,2004.45,38.62,92,99,"WCMB",367,1000841
64.955,410.75,21.6075,885,148.6033333,273.0033333,19.66666667,16.59666667,0,5292.04,110.35,562,419,"WCMB",60,1000842
92,660.25,60.7625,104,308.38,111.84,28.33333333,29.25333333,0,2021.63,44.44,667,564,"WCMB",91,1000843
40.8975,95.25,39.99,86,40.62333333,26.52666667,5,4.603333333,0,1319.03,28.91,111,71,"WCMB",132,1000844
44.2,195.75,40,166,156.66,7.626666667,2,2.583333333,1,1944.64,40.94,194,192,"WCMB",547,1000845
135.1775,627.75,40,570,95.41666667,197.2333333,27.66666667,23.34666667,0,4405.99,86.88,638,583,"WCMB",584,1000846
50.0875,1114,69.99,512,233.68,454.8033333,34,24.92666667,1,3401.81,66.84,1006,941,"WC",803,1000847
118.4975,184.75,119.5875,94,59.1,36.95333333,22.33333333,20.71666667,0,4381.42,93.23,171,229,"WCMB",506,1000848
21.55,44.25,17,7,25.81333333,0.216666667,3.666666667,2.256666667,1,922.37,19.36,43,35,"NA",1448,1000849
86.48,807,74.995,607,207.5166667,221.66,56,43.84666667,0,3673.62,77.29,770,871,"WCMB",174,1000850
62.3925,563,55,304,307.2533333,145.31,54,53.9,1,3622.87,70.38,612,665,"WCMB",430,1000851
53.765,404.75,50,307,162.4266667,34.18666667,41.66666667,36.55666667,1,3036.21,59.23,373,438,"WCMB",73,1000852
51.1175,355.75,50,401,95.18,69.95333333,9,7.516666667,0,2620.92,46.95,274,351,"WCMB",591,1000853
58.585,443,49.99,426,201.1266667,49.46,5.666666667,3.36,1,2595.18,47.95,362,365,"WCMB",391,1000854
44.8075,169.75,19.7475,672,4.47,7.813333333,0,0,1,2760.34,58.48,226,340,"NA",84,1000855
84.0475,647,50,379,482.37,63.78333333,22.66666667,18.04666667,0,3251.55,66.37,578,582,"NA",1554,1000856
80.3,2445.25,75,853,311.66,665.1666667,119.6666667,39.47333333,0,4615.69,105.22,2591,2524,"WC",362,1000857
17.155,4,17,7,2.956666667,0,0.333333333,0.09,0,762.42,17.28,4,3,"NA",1384,1000858
60.48,514.5,50,219,225.3066667,228.7866667,16.66666667,19.33333333,0,2415.02,54.86,553,512,"WCMB",152,1000859
86.555,654.5,84.99,424,270.0833333,169.8433333,18.33333333,24.94333333,0,3667.66,79.84,624,570,"WCMB",335,1000860
89.9425,168.75,94.99,255,75.10666667,22.52,28.66666667,27.21333333,0,2425.87,62.35,213,176,"WCMB",228,1000861
102.465,1155.25,109.98,237,585.4366667,333.8733333,34.66666667,40.79333333,0,3827.82,90.08,1194,1194,"WCMB",631,1000862
17.145,0.25,16.99,1,0,0,0,0,0,626.18,17.79,0,0,"NA",1383,1000863
61.4375,475.25,50,300,269.2233333,30.73,21.33333333,23.52,0,965.19,31.73,485,478,"WCMB",68,1000864
39.9175,28,47.17,50,14.66,0.076666667,9.666666667,3.336666667,1,2485.98,61.72,34,125,"WCMB",788,1000865
30.755,112.75,39.99,123,33.76666667,28.38,0,0,1,1668.39,42.14,125,96,"NA",369,1000866
28.755,96.5,30,125,75.94333333,3.816666667,1.666666667,2.673333333,0,1091.78,31.95,80,172,"NA",1383,1000867
45.85,400.5,17.5825,90,158.1433333,128.8566667,24.66666667,29.36333333,0,2400,53.06,395,302,"WCMB",158,1000868
53.5025,385,59.99,812,131.48,99.09666667,8.333333333,7.17,1,381.21,51.75,478,458,"WCMB",2,1000869
78.0525,410.25,75,506,137.7133333,129.7333333,17.33333333,16.49,0,5554.38,111.97,455,751,"WC",494,1000870
64.82,352.75,30,191,130.2133333,112.0633333,22,13.87333333,1,1869.02,36.92,343,236,"WCMB",4,1000871
79.5625,565,40,229,296.7666667,75.51666667,42.33333333,27.84666667,1,2480.81,53.38,540,487,"NA",1462,1000872
77.34,644.5,77.65,1570,62.21333333,88.08666667,19.66666667,20.31666667,0,9070.23,205.46,759,884,"WCMB",237,1000873
30,74.5,30,174,17.11666667,9.46,9,10.29333333,1,1857.27,37.83,39,34,"WC",945,1000874
36.9675,83.75,10.155,180,84.37333333,0,0.333333333,0.473333333,1,3373.55,68.25,112,65,"NA",508,1000875
40.0625,112,40,97,49.82666667,27.26333333,0,0,1,2072.41,40.17,125,120,"WC",809,1000876
51.9875,352.75,52.79,410,137.8466667,70.19,29,29.34,0,3480.61,71.18,372,447,"WCMB",309,1000877
65.11,629.25,44.95,114,266.7966667,124.4666667,82,52.10666667,0,2585.7,54.65,639,722,"NA",478,1000878
25,25.5,25,45,9.49,3.346666667,5,3.44,1,1291.2,25.07,28,18,"NA",1548,1000879
34.26,68,39.99,26,24.29333333,9.336666667,2.333333333,1.58,0,839.29,18.36,71,81,"WCMB",149,1000880
64.0125,586.25,50,163,310.8833333,137.3566667,22.33333333,57.89333333,1,2697.06,57.01,599,572,"WCMB",325,1000881
61.6875,661,50,122,241.0466667,171.0533333,27.33333333,40.87,1,3000.63,61.47,663,733,"NA",1008,1000882
20.38,9,29.99,36,3.75,0,0.333333333,0.033333333,0,2403.77,48.79,0,28,"WCMB",24,1000883
52.85,662,56.66,657,287.0033333,152.2666667,21,35.81333333,0,2903.4,59.47,662,827,"NA",23,1000884
94.895,1191.75,80.115,697,609.6666667,338.0566667,33.33333333,16.29666667,1,2417.3,62.53,1292,875,"WCMB",47,1000885
83.975,695,84.99,968,295.34,85.30666667,81.66666667,86.87666667,1,3403.83,70,853,992,"WCMB",218,1000886
74.99,1002.75,84.99,825,357.5666667,321.3166667,47.66666667,50.25,1,5594.22,114.65,1138,1288,"WCMB",330,1000887
76.7325,628,75,100,184.4866667,158.61,67.33333333,37.97666667,1,3571.5,76.68,609,581,"NA",1194,1000888
80.3925,531.5,79.99,450,201.16,120.8633333,21.33333333,41.38,0,3838.47,86.11,582,490,"WCMB",445,1000889
122.24,1238.5,94.99,836,738.9,329.8133333,105,136.75,1,5242.22,113.87,1379,1329,"WCMB",371,1000890
55.0375,388.75,44.95,221,64.47,243.85,8.666666667,3.9,1,4790.24,89.84,404,533,"WC",886,1000891
81.87,599.75,47.61,350,167.8366667,262.3066667,4,2.373333333,0,1262.71,27.01,537,478,"WCMB",160,1000892
45.53,33.66666667,32.32333333,14,17.72333333,0,0.666666667,0.383333333,1,1058.54,36.16,24,61,"WCMB",69,1000893
54.175,328.75,59.99,206,160.9933333,61.98,11.33333333,14.06666667,0,2730.3,58.31,340,384,"WCMB",139,1000894
37.2625,133.5,44.99,100,96.71,2.33,11.33333333,34.60333333,0,3044.67,64.61,157,282,"NA",685,1000895
110.1725,729.5,49.99,194,177.3333333,313.1933333,42.33333333,46.66,0,3480.24,71.95,690,725,"WCMB",34,1000896
46.5375,607.25,45,389,86.14,251.1966667,20,22.05,0,2941.36,59.78,657,520,"WCMB",241,1000897
62.885,592.5,44.99,399,225.01,223.53,22.33333333,22.86333333,0,891.55,55.86,636,492,"WCMB",198,1000898
23.3275,45.75,16.99,76,15.74666667,1.54,0,0,1,1153.31,22.66,37,24,"NA",1544,1000899
90.725,759.75,94.99,710,201.4766667,276.0133333,63.33333333,37.76666667,0,2136.85,93.49,880,1255,"WCMB",366,1000900
40.35,78.5,49.99,63,0,0,0,0,0,475.13,31.09,68,69,"WCMB",239,1000901
5,0,5,0,0,0,0,0,1,1108.99,34.58,0,0,"WC",572,1000902
73.6025,525.75,57.57,319,168.8333333,209.4066667,33.66666667,57.66666667,0,3456.34,77.55,534,675,"WCMB",63,1000903
76.2225,1072.25,65.7975,972,187.91,54.85333333,40.33333333,37.65,0,5115.19,103.74,889,1298,"WC",55,1000904
10,0,10,0,0,0,0,0,0,3005.81,61.76,0,1,"WCMB",409,1000905
40.9725,102,40,219,47.64666667,25.53666667,20.33333333,19.7,0,2009.16,40.97,73,38,"WC",920,1000906
32.3625,144.25,29.99,109,123.7933333,4.423333333,1.666666667,1.483333333,0,1542.25,32.83,161,185,"NA",921,1000907
99.4825,730.5,59.99,750,495.28,9.27,3,2.756666667,1,2379.06,66.02,581,544,"NA",417,1000908
39.24,505.75,35.99,237,177.2533333,133.4666667,15,13.09666667,1,2686.25,57.87,497,558,"WCMB",209,1000909
74.44,391.75,50.1875,872,245.2966667,12.30333333,4,2.513333333,0,6073.48,129.52,522,581,"NA",1377,1000910
56.975,435.25,59.99,353,134.56,70.57666667,50.33333333,44.34333333,0,3216.2,71.87,483,694,"WCMB",280,1000911
61.1525,549.5,50,215,269.1466667,32.77333333,26.33333333,25.22666667,1,3656.59,75.96,556,557,"WCMB",483,1000912
32.23,123.75,29.99,176,65.31666667,15.52,11,11.01666667,0,2674.87,79.44,158,105,"NA",271,1000913
131.0725,238.25,12.33,133,103.4766667,8.066666667,18,8.423333333,0,3412.96,71.66,268,290,"WCMB",83,1000914
37.02,295.25,30,218,125.4433333,64.99333333,21,31.60666667,1,2527.85,55.72,346,398,"WCMB",538,1000915
163.18,1347,74.99,639,345.3833333,519.8133333,25.33333333,31.90666667,1,3491.36,78.39,1298,1196,"WCMB",547,1000916
132.0725,562.75,21.28,849,168.5666667,152.4433333,16.66666667,39.60666667,1,5741.43,122.26,534,938,"WCMB",376,1000917
136.3325,1182.75,96.4425,1354,432.4766667,709.3333333,33,47.13666667,1,3901.16,72.85,1442,1456,"WCMB",276,1000918
22.93666667,108.6666667,11.32666667,26,16.27,53.37666667,3.333333333,0.906666667,1,3433.7,66.35,109,109,"NA",999,1000919
30.335,28.5,39.99,22,8.076666667,4.85,2,1.076666667,0,2720.19,58.18,27,63,"WCMB",234,1000920
73.1925,611.25,64.1825,440,234.3766667,248.1933333,19.33333333,25.40333333,0,6606.87,133.41,584,456,"WCMB",82,1000921
22.05,26.75,20,31,15.59,0,0.333333333,0.376666667,0,1084.46,22.29,23,22,"NA",1477,1000922
127.905,1713.5,75,1626,837.9666667,333.9266667,99,100.66,0,6908.59,144.75,1998,1899,"WCMB",405,1000923
42.1325,1310.75,35.99,342,481.34,574.75,57,39.52666667,1,2639.58,51.9,1271,1205,"WC",759,1000924
30.495,134.5,30,169,67.77,15.95666667,4,2.21,1,1811.54,37.88,156,148,"NA",1432,1000925
